AUTHOR,TITLE,YEAR,SOURCE,DIVISION,PUB_TYPE,KEYWORDS,LINK
Mercer T,"Hawaiian monk seal use of Bellows Air Force Station, Oahu",2015,"Pacific Islands Fisheries Science Center, PIFSC Internal Report, IR-15-041, 2 p",PSD,Internal Report,,
Parrish FA,Deep coral research activities on the hull of the scuttled IS Navy submarine S-19,2015,"Pacific Islands Fisheries Science Center, PIFSC Internal Report, IR-15-040, 6 p",PSD,Internal Report,,
Grace-McCaskey CA,American Samoa fishing community profile:  2013 update,2015,"Pacific Islands Fisheries Science Center Administrative Report H-15-04, 30 p. doi:10.7289/V5W66HQ4","ESD, SOCIO",Administrative Report,,https://doi.org/10.7289/v5w66hq4
Ma H,Estimates of bigeye tuna catch from the Hawaii Marine Recreational Fishing Survey,2014,"Pacific Islands Fisheries Science Center, PIFSC Internal Report, IR-14-033, 5 p",FRMD,Internal Report,,
"Wang JH, Barkan J, Fisler S, Swimmer Y",Illuminating innovations in fisheries technology reduce bycatch,2014,SWOT Report (State of the World's Sea Turtles). (9):26-28,FRMD,Journal,,
"Van Houtan KS, Hargrove SK, Balazs GH",Modeling sea turtle maturity age from partial life history records,2014,Pacific Science 68(4): 465-477. doi:10.2984/68.4.2,PSD,Journal,,https://doi.org/10.2984/68.4.2
"Dutton PH, Jensen MP, Frutchey K, Frey A, LaCasella E, Balazs GH, Cruce J, Tagarino A, Farman R, Tatarata M",Genetic stock structure of green turtle (Chelonia mydas) nesting populations across the Pacific Islands,2014,Pacific Science 68(4): 451-464. doi:10.2984/68.4.1,PSD,Journal,,https://doi.org/10.2984/68.4.1
"Watson JT, Bigelow KA","Trade-offs among catch, bycatch, and landed value in the American Samoa longline fishery",2014,Conservation Biology 28(4): 1012-1022. doi:10.1111/cobi.12268,FMB,Journal,,https://doi.org/10.1111/cobi.12268
"Chang YJ, Brodziak J, O'Malley J, Lee HH, DiNardo G, Sun CL",Model selection and multi-model inference for Bayesian surplus production models: A case study for Pacific blue and striped marlin,2014,Fisheries Research. doi:10.1016/j.fishres.2014.08.023 (In press),FBSAB,Journal,,https://doi.org/10.1016/j.fishres.2014.08.023
"Nurzia Humburg I, Balazs GH","Forty years of research: recovery records of green turtles observed or originally tagged at French Frigate Shoals in the Northwestern Hawaiian Islands, 1973-2013",2014,"U.S. Dept. of Commerce, NOAA Technical Memorandum NOAA-TM-NMFS-PIFSC-40, 14 p. doi:10.7289/V5DV1GTC",PSD,Tech Memo,,https://doi.org/10.7289/v5dv1gtc
"Jouffray JB, Nystrom M, Norstrom AV, Williams ID, Wedding LM, Kittinger JN, Williams GJ",Identifying multiple coral reef regimes and their drivers across the Hawaiian archipelago,2014,Philosophical Transactions of the Royal Society B: Biological Sciences 370: 20130268. doi:10.1098/rstb.2013.0268,CRED,Journal,,https://doi.org/10.1098/rstb.2013.0268
"Connolly SR, MacNeil MA, Caley MJ, Knowlton N, Cripps E, Hisano M, Thibaut LM, Bhattacharya BD, Benedetti-Cecchi L, Brainard RE, Brandt A, Bulleri F, Ellingsen KE, Kaiser S, Kroncke I, Linse K, Maggi E, O'Hara TD, Plaisance L, Poore GCB, Sarkar SK, Satpathy KK, Schuckel U, Williams A, Wilson RS",Commonness and rarity in the marine biosphere,2014,Proceedings of the National Academy of Sciences 111: 8524-8529,CRED,Journal,,
"Heenan A, Ayotte P, Gray A, Lino K, McCoy K, Zamzow J, Williams I","Pacific Reef Assessment and Monitoring Program.  Data Report:  Ecological monitoring 2012-2013 -- reef fishes and benthic habitats of the main Hawaiian Islands, American Samoa, and Pacific Remote Island Areas",2014,"Pacific Islands Fisheries Science Center, PIFSC Data Report, DR-14-003, 112 p. doi:10.7289/V55H7D81",CRED,Data Report,,https://doi.org/10.7289/v55h7d81
"Bradford AL, Forney KA, Oleson EM, Barlow J",Accounting for subgroup structure in line-transect abundance estimates of false killer whales (Pseudorca crassidens) in Hawaiian waters,2014,PLoS ONE 9(2): e90464. doi:10.1371/journal.pone.0090464,PSD,Journal,,https://doi.org/10.1371/journal.pone.0090464
"Fisheries Monitoring Branch, Pacific Islands Fisheries Science Center","The Hawaii-based Longline Logbook Summary Report, January-December 2013",2014,"Pacific Islands Fisheries Science Center, PIFSC Data Report, DR-14-016, 14 p. doi:10.7289/V59K487Q",FMB,Data Report,,https://doi.org/10.7289/v59k487q
"Lopez J, Hyrenbach KD, Littnan C, Ylitalo GM",Geographic variation of persistent organic pollutants in Hawaiian monk seals Monachus schauinslandi in the main Hawaiian Islands,2014,Endangered Species Research 24: 249-262. doi:10.3354/esr00602,PSD,Journal,,https://doi.org/10.3354/esr00602
"Bruno JF, Precht WF, Vroom PS, Aronson RB",Coral reef baselines: how much macroalgae is natural?,2014,Marine Pollution Bulletin. doi:10.1016/j.marpolbul.2014.01.010,CRED,Journal,,https://doi.org/10.1016/j.marpolbul.2014.01.010
"Bradford AL, Forney KA",Injury determinations for cetaceans observed interacting with Hawaii and American Samoa longline fisheries during 2007-2011,2014,"U.S. Dept. of Commerce, NOAA Technical Memorandum NOAA-TM-NMFS-PIFSC-39, 20 p. + Appendix. doi:10.7289/V5JM27KJ",PSD,Tech Memo,,https://doi.org/10.7289/v5jm27kj
"Cotton CF, Andrews AH, Cailliet GM, Grubbs RD, Irvine SB, Musick JA",Assessment of radiometric dating for age validation of deep-water dogfish (Order: Squaliformes) finspines,2014,Fisheries Research 151: 107-113. doi:10.1016/j.fishres.2013.10.014,FBSAB,Journal,,https://doi.org/10.1016/j.fishres.2013.10.014
"Passerotti MS, Andrews AH, Carlson JK, Wintner SP, Goldman KJ, Natanson LJ",Maximum age and missing time in the vertebrae of sand tiger shark (Carcharias taurus): validated lifespan from bomb radiocarbon dating in the western North Atlantic and southwestern Indian Oceans,2014,Marine and Freshwater Research 65(8): 674-687. doi:10.1071/MF13214,FBSAB,Journal,,https://doi.org/10.1071/mf13214
"Meyer CG, O'Malley JM, Papastamatiou YP, Dale JJ, Hutchinson MR, Anderson JM, Royer MA, Holland KN",Growth and maximum size of tiger sharks (Galecerdo cuvier) in Hawaii,2014,PLoS ONE 9(1): e84799. doi:10.1371/journal.pone.0084799,FBSAB,Journal,,https://doi.org/10.1371/journal.pone.0084799
"Iacchei M, O'Malley JM, Toonen RJ",After the gold rush: population structure of spiny lobsters in Hawaii following a fishery closure and the implications for contemporary spatial management,2014,Bulletin of Marine Science 90(1): 331-357. doi:10.5343/bms.2013.1042,FBSAB,Journal,,https://doi.org/10.5343/bms.2013.1042
"Johanos TC, Harting AL, Wurth TA, Baker JD",Range-wide movement patterns of Hawaiian monk seals,2014,Marine Mammal Science 30(3): 1165-1174. doi:10.1111/mms.12084,PSD,Journal,,https://doi.org/10.1111/mms.12084
"Mourato B, Hazin F, Bigelow K, Musyl M, Carvalho F, Hazin H","Spatio-temporal trends of sailfish, Istiophorus platypterus catch rates in relation to spawning ground and environmental factors in the equatorial and southwestern Atlantic Ocean",2014,Fisheries Oceanography 23(1): 32-44. doi:10.1111/fog.12040,FBSAB,Journal,,https://doi.org/10.1111/fog.12040
"Weijerman M, Birkeland C, Piniak GA, Miller MW, Eakin CM, McElhany P, Dunlap MJ, Patterson M, Brainard RE",Endangered Species Act listing: three case studies of data deficiencies and consequences of ESA ''threatened'' listing on research output,2014,Current Opinion in Environmental Sustainability 7: 15-21. doi:10.1016/j.cosust.2013.11.026,CRED,Journal,,https://doi.org/10.1016/j.cosust.2013.11.026
"Harting AL, Johanos TC, Littnan CL",Benefits derived from opportunistic survival-enhancing interventions for the Hawaiian monk seal: the silver BB paradigm,2014,Endangered Species Research 25: 89-96. doi:10.3354/esr00612,PSD,Journal,,https://doi.org/10.3354/esr00612
"Kobayashi DR, Farman R, Polovina JJ, Parker DM, Rice MH, Balazs G","""Going with the flow"" or not:  evidence of positive rheotaxis in oceanic juvenile loggerhead turtles (Caretta caretta) in the South Pacific Ocean using satellite tags and ocean circulation data",2014,PLoS ONE 9(8): e103701. doi:10.1371/journal.pone.0103701,"EOD, PSD",Journal,,https://doi.org/10.1371/journal.pone.0103701
"Parrish FA, Wagner D, Jayewardene D, Kelly C, DeMello J, Breuer E","NOAA Deep-sea Coral and Sponge Research and Management Priorities Workshop for the Pacific Islands Region, Honolulu, Hawaii, April 22-23, 2014.",2014,"Pacific Islands Fisheries Science Center Administrative Report H-14-03, 10 p","PSD, SOD",Administrative Report,SCIOPS,
"Gobush KS, Booth RK, Wasser SK",Validation and application of noninvasive glucocorticoid and thyroid hormone measures in free-ranging Hawaiian monk seals,2014,General and Comparative Endocrinology 195: 174-182. doi:10.1016/j.ygcen.2013.10.020,PSD,Journal,,https://doi.org/10.1016/j.ygcen.2013.10.020
"Walsh WA, Brodziak J",Billfish CPUE standardization in the Hawaii longline fishery: model selection and multimodel inference,2014,Fisheries Research 166: 151-162. doi:10.1016/j.fishres.2014.07.015 ,FBSAB,Journal,,https://doi.org/10.1016/j.fishres.2014.07.015
"Pfaller JB, Alfaro-Shigueto J, Balazs GH, Ishihara T, Kopitsky K, Mangel JC, Peckham SH, Bolten AB, Bjorndal KA",Hitchhikers reveal cryptic host behavior: new insights from the association between Planes major and sea turtles in the Pacific Ocean,2014,Marine Biology 161: 2167-2178. doi:10.1007/s00227-014-2498-3,PSD,Journal,,https://doi.org/10.1007/s00227-014-2498-3
"Fisheries Research and Monitoring Division, Pacific Islands Fisheries Science Center","PIFSC Report on the Logbook Program for the American Samoa Longline Fishery, October-December 2013",2014,"Pacific Islands Fisheries Science Center, PIFSC Data Report, DR-14-005, 14 p. doi:10.7289/V5W66HS1","FRMD, FMB",Data Report,,https://doi.org/10.7289/v5w66hs1
"Fisheries Research and Monitoring Division, Pacific Islands Fisheries Science Center","PIFSC Report on the Logbook Program for the American Samoa Longline Fishery, July-September 2013",2014,"Pacific Islands Fisheries Science Center, PIFSC Data Report, DR-14-004, 13 p. doi:10.7289/V51Z42CB","FRMD, FMB",Data Report,,https://doi.org/10.7289/v51z42cb
"Fisheries Research and Monitoring Division, Pacific Islands Fisheries Science Center","PIFSC Report on the Logbook Program for the American Samoa Longline Fishery, April-June 2013",2014,"Pacific Islands Fisheries Science Center, PIFSC Data Report, DR-14-002, 13 p. doi:10.7289/V55M63PB","FRMD, FMB",Data Report,,https://doi.org/10.7289/v55m63pb
"Fisheries Research and Monitoring Division, Pacific Islands Fisheries Science Center",PIFSC Report on the American Samoa longline fishery year 2013,2014,"Pacific Islands Fisheries Science Center, PIFSC Data Report, DR-14-006, 13 p. doi:10.7289/V57H1GJS","FRMD, FMB",Data Report,,https://doi.org/10.7289/v57h1gjs
"Fisheries Research and Monitoring Division, Pacific Islands Fisheries Science Center","PIFSC Report on the Logbook Program for the American Samoa Longline Fishery, January-March 2013",2014,"Pacific Islands Fisheries Science Center, PIFSC Data Report, DR-14-001, 13 p. doi:10.7289/V59C6VC7","FRMD, FMB",Data Report,,https://doi.org/10.7289/v59c6vc7
"Pan M, Criddle K, Severance C",Guest editors' introductions: Catch shares and Pacific Islands Region fisheries,2014,Marine Policy 44: 1-2. doi:10.1016/j.marpol.2013.08.010,"ESD, SOCIO",Journal,,https://doi.org/10.1016/j.marpol.2013.08.010
Pan M,Economic characteristics and management challenges of the Hawaii pelagic longline fisheries: Will a catch share program help?,2014,Marine Policy 44: 18-26. doi:10.1016/j.marpol.2013.08.008,"ESD, SOCIO",Journal,,https://doi.org/10.1016/j.marpol.2013.08.008
"Hospital J, Beavers C",Catch shares and the main Hawaiian Islands bottomfish fishery: Linking fishery conditions and fisher perceptions,2014,Marine Policy 44: 9-17. doi:10.1016/j.marpol.2013.08.006,SE,Journal,,https://doi.org/10.1016/j.marpol.2013.08.006
"Work TM, Dagenais J, Balazs GH, Schettle N, Ackermann M",Dynamics of virus shedding and in situ confirmation of chelonid herpesviruses 5 in Hawaiian green turtles with fibropapillomatosis,2014,Veterinary Pathology. doi:10.1177/0300985814560236,PSD,Journal,,https://doi.org/10.1177/0300985814560236
"Pacific Islands Fisheries Science Center, National Marine Fisheries Service, National Oceanic and Atmospheric Administration",Pacific Reef Assessment and Monitoring Program.  Fish monitoring brief: southern Mariana Archipelago 2014,2014,"Pacific Islands Fisheries Science Center, PIFSC Data Report, DR-14-009, 2 p. doi:10.7289/V54T6GB5",CRED,Data Report,,https://doi.org/10.7289/v54t6gb5
"Pacific Islands Fisheries Science Center, National Marine Fisheries Service, National Oceanic and Atmospheric Administration",Pacific Reef Assessment and Monitoring Program.  Fish monitoring brief: northern Mariana Archipelago 2014,2014,"Pacific Islands Fisheries Science Center, PIFSC Data Report, DR-14-010, 2 p. doi:10.7289/V5DB7ZT8",CRED,Data Report,,https://doi.org/10.7289/v5db7zt8
"Bograd SJ, Hazen EL, Howell EA, Hollowed AB",The fate of fisheries oceanography: Introduction to the special issue,2014,Oceanography 27(4): 21-25. doi:10.5670/oceanog.2014.83,EOD,Journal,,https://doi.org/10.5670/oceanog.2014.83
Hospital J,Book Review: Billion-Dollar Fish: The Untold Story of Alaska Pollock,2014,Journal of Fish Biology 85: 556-557. doi:10.1111/jfb.12464,SE,Journal,economics,https://doi.org/10.1111/jfb.12464
"Weijerman M, Kaplan I, Fulton E, Gordon B, Grafeld S, Brainard R",Design and parameterization of a coral reef ecosystem model for Guam,2014,"U.S. Dept. of Commerce, NOAA Technical Memorandum NOAA-TM-NMFS-PIFSC-43, 113 p. + Appendices. doi:10.7289/V5B27S76",CRED,Tech Memo,,https://doi.org/10.7289/v5b27s76
"Brodziak J, Yau A, O'Malley J, Andrews A, Humphreys R, DeMartini E, Pan M, Parke M, Fletcher E",Stock assessment update for the main Hawaiian Islands Deep7 Bottomfish Complex through 2013 with projected annual catch limits through 2016,2014,"U.S. Dept. of Commerce, NOAA Technical Memorandum NOAA-TM-NMFS-PIFSC-42, 61 p. doi:10.7289/V5T151M8","FBSAB, SE",Tech Memo,,https://doi.org/10.7289/v5t151m8
"Parker DM, Balazs GH, Rice MR, Tomkeiwicz SM",Variability in reception duration of dual satellite tags on sea turtles tracked in the Pacific Ocean,2014,Micronesica 2014-03: 1-8,PSD,Journal,,
"Hospital J, Beavers C",Hawaii retail seafood markets: observations from Honolulu (2007-2011),2014,"Pacific Islands Fisheries Science Center Administrative Report H-15-01, 32 p. doi:10.7289/V53R0QSM",SE,Administrative Report,,https://doi.org/10.7289/v53r0qsm
"Hospital J, Beavers C",Economic and social characteristics of small boat fishing in the Commonwealth of the Northern Mariana Islands,2014,"Pacific Islands Fisheries Science Center Administrative Report H-14-02, 58 p. + Appendices",SE,Administrative Report,"economics, human dimensions",
"Williams GJ, Price NN, Ushijima B, Aeby GS, Callahan S, Davy SK, Gove JM, Johnson MD, Knapp IS, Shore-Maggio A, Smith JE, Videau P, Work TM",Ocean warming and acidification have complex interactive effects on the dynamics of a marine fungal disease,2014,"Proceedings of the Royal Society B 281, 20133069. doi:10.1098/rspb.2013.3069",CRED,Journal,,https://doi.org/10.1098/rspb.2013.3069
"Lopez J, Wurth T, Littnan C","Report on Hawaiian monk seal survey on Ni'ihau Island, 2014",2014,"Pacific Islands Fisheries Science Center, PIFSC Data Report, DR-14-017, 8 p. doi:10.7289/V5FX77FT",PSD,Data Report,,https://doi.org/10.7289/v5fx77ft
Murakawa SKK,Summary of sea turtle strandings in the main Hawaiian Islands (1975-July 2014).,2014,"Pacific Islands Fisheries Science Center, PIFSC Internal Report, IR-14-029, var. pag",PSD,Internal Report,,
Kawamoto K,Fish Stories:  Once in a lifetime catch,2014,Lawai'a 15: 28-29,FMB,Journal,,
"Baker JD, Johanos TC, Wurth TA, Littnan CL",Body growth in Hawaiian monk seals,2014,Marine Mammal Science 30(1): 259-271. doi:10.1111/mms.12035,PSD,Journal,,https://doi.org/10.1111/mms.12035
"Fisheries Research and Monitoring Division, Pacific Islands Fisheries Science Center","PIFSC Report on the Logbook Program for the American Samoa Longline Fishery, January-March 2014",2014,"Pacific Islands Fisheries Science Center, PIFSC Data Report, DR-14-014, 13 p. doi:10.7289/V53R0QVH","FRMD, FMB",Data Report,,https://doi.org/10.7289/v53r0qvh
Pacific Islands Fisheries Science Center,Marine debris: removal and assessment at Midway Atoll 2013,2014,"Pacific Islands Fisheries Science Center, PIFSC Special Publication, SP-14-001, 6 p",CRED,"Report, Special Publication",,
"Hill MC, Ligon AD, Deakos MH, U AC, Milette-Winfree A, Bendin AR, Oleson EM",Cetacean surveys in the waters of the southern Mariana Archipelago (February 2010 - April 2014),2014,"Pacific Islands Fisheries Science Center, PIFSC Data Report, DR-14-013, 49 p. + Appendix. doi:10.7289/V5C24TFG",PSD,Data Report,,https://doi.org/10.7289/V5C24TFG
